metric_id,geography_level,geography_code,year,religion,residence,value,denominator,sample_size,ci_lower,ci_upper,source_id,source_document,extraction_run,methodology_note,break_flag
improved-sanitation,national,IN,2020,sikh,urban,99.3,households,,,,nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,canonicalize-improved-sanitation-v1.0.0-20260610T012416Z,"NFHS-5 Table 2.4 (page 74): % of households with access to a toilet facility (any type, not strictly 'improved' per JMP definition). Urban. Year=2020 = NFHS-5 fieldwork midpoint.",false
improved-sanitation,national,IN,2020,sikh,rural,96.7,households,,,,nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,canonicalize-improved-sanitation-v1.0.0-20260610T012416Z,"NFHS-5 Table 2.4 (page 74): % of households with access to a toilet facility (any type, not strictly 'improved' per JMP definition). Rural. Year=2020 = NFHS-5 fieldwork midpoint.",false
improved-sanitation,national,IN,2020,buddhist,all,87.8,households,,,,nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,canonicalize-improved-sanitation-v1.0.0-20260610T012416Z,"NFHS-5 Table 2.4 (page 74): % of households with access to a toilet facility (any type, not strictly 'improved' per JMP definition). Total residence. Year=2020 = NFHS-5 fieldwork midpoint.",false
improved-sanitation,national,IN,2020,buddhist,urban,95.3,households,,,,nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,canonicalize-improved-sanitation-v1.0.0-20260610T012416Z,"NFHS-5 Table 2.4 (page 74): % of households with access to a toilet facility (any type, not strictly 'improved' per JMP definition). Urban. Year=2020 = NFHS-5 fieldwork midpoint.",false
improved-sanitation,national,IN,2020,buddhist,rural,82.8,households,,,,nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,canonicalize-improved-sanitation-v1.0.0-20260610T012416Z,"NFHS-5 Table 2.4 (page 74): % of households with access to a toilet facility (any type, not strictly 'improved' per JMP definition). Rural. Year=2020 = NFHS-5 fieldwork midpoint.",false
improved-sanitation,national,IN,2020,jain,all,97.6,households,,,,nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,canonicalize-improved-sanitation-v1.0.0-20260610T012416Z,"NFHS-5 Table 2.4 (page 74): % of households with access to a toilet facility (any type, not strictly 'improved' per JMP definition). Total residence. Year=2020 = NFHS-5 fieldwork midpoint.",false
improved-sanitation,national,IN,2020,jain,urban,99.9,households,,,,nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,canonicalize-improved-sanitation-v1.0.0-20260610T012416Z,"NFHS-5 Table 2.4 (page 74): % of households with access to a toilet facility (any type, not strictly 'improved' per JMP definition). Urban. Year=2020 = NFHS-5 fieldwork midpoint.",false
improved-sanitation,national,IN,2020,jain,rural,88.1,households,,,,nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,canonicalize-improved-sanitation-v1.0.0-20260610T012416Z,"NFHS-5 Table 2.4 (page 74): % of households with access to a toilet facility (any type, not strictly 'improved' per JMP definition). Rural. Year=2020 = NFHS-5 fieldwork midpoint.",false
improved-sanitation,national,IN,2020,other,all,72.5,households,,,,nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,canonicalize-improved-sanitation-v1.0.0-20260610T012416Z,"NFHS-5 Table 2.4 (page 74): % of households with access to a toilet facility (any type, not strictly 'improved' per JMP definition). Total residence. Year=2020 = NFHS-5 fieldwork midpoint.",false
improved-sanitation,national,IN,2020,other,urban,95.5,households,,,,nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,canonicalize-improved-sanitation-v1.0.0-20260610T012416Z,"NFHS-5 Table 2.4 (page 74): % of households with access to a toilet facility (any type, not strictly 'improved' per JMP definition). Urban. Year=2020 = NFHS-5 fieldwork midpoint.",false
improved-sanitation,national,IN,2020,other,rural,66.2,households,,,,nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,canonicalize-improved-sanitation-v1.0.0-20260610T012416Z,"NFHS-5 Table 2.4 (page 74): % of households with access to a toilet facility (any type, not strictly 'improved' per JMP definition). Rural. Year=2020 = NFHS-5 fieldwork midpoint.",false
improved-sanitation,national,IN,2020,all,all,82.5,households,,,,nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,canonicalize-improved-sanitation-v1.0.0-20260610T012416Z,"NFHS-5 Table 2.4 (page 74): % of households with access to a toilet facility (any type, not strictly 'improved' per JMP definition). Total residence. Year=2020 = NFHS-5 fieldwork midpoint.",false
improved-sanitation,national,IN,2020,all,urban,95.6,households,,,,nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,canonicalize-improved-sanitation-v1.0.0-20260610T012416Z,"NFHS-5 Table 2.4 (page 74): % of households with access to a toilet facility (any type, not strictly 'improved' per JMP definition). Urban. Year=2020 = NFHS-5 fieldwork midpoint.",false
improved-sanitation,national,IN,2020,all,rural,76.0,households,,,,nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,canonicalize-improved-sanitation-v1.0.0-20260610T012416Z,"NFHS-5 Table 2.4 (page 74): % of households with access to a toilet facility (any type, not strictly 'improved' per JMP definition). Rural. Year=2020 = NFHS-5 fieldwork midpoint.",false
