metric_id,geography_level,geography_code,year,religion,residence,value,denominator,sample_size,ci_lower,ci_upper,source_id,source_document,extraction_run,methodology_note,break_flag
school-edu-spend,national,IN,2017,sikh,rural,12727,per_enrolled_student,1583,,,nss75-education,sources/nss75-education/PROVENANCE-note.md,canonicalize-school-edu-spend-v1.0.0-20260612T054155Z,"Computed from NSS 75th round Sch 25.2 (Household Social Consumption: Education, July 2017 - June 2018) unit-level microdata, MoSPI's original fixed-width TXT distribution (the NADA copy is a proprietary binary; provenance in sources/nss75-education/): average expenditure per student enrolled at school levels (pre-primary to higher secondary, incl. diploma/certificate up to higher-secondary equivalent) on the basic course during the current academic year, rural, weighted by the official multiplier (sub-sample-combined rule). Counts course fees, books, stationery and uniform, transport and other items; private coaching excluded to match the CMS:E 2025 headline construct. The estimator reproduces all 27 published anchor cells of NSS Report 585 Statements 19 and 21 (total basic-course expenditure by course type, and by school level for general-course students) within 0.01%; the report never splits expenditure by religion. Values are nominal rupees of 2017-18. NSO unit-data rider: religion is self-reported and the survey is stratified for states, not religions, so the split is indicative and no sub-state estimates are made.",false
school-edu-spend,national,IN,2017,sikh,urban,25005,per_enrolled_student,652,,,nss75-education,sources/nss75-education/PROVENANCE-note.md,canonicalize-school-edu-spend-v1.0.0-20260612T054155Z,"Computed from NSS 75th round Sch 25.2 (Household Social Consumption: Education, July 2017 - June 2018) unit-level microdata, MoSPI's original fixed-width TXT distribution (the NADA copy is a proprietary binary; provenance in sources/nss75-education/): average expenditure per student enrolled at school levels (pre-primary to higher secondary, incl. diploma/certificate up to higher-secondary equivalent) on the basic course during the current academic year, urban, weighted by the official multiplier (sub-sample-combined rule). Counts course fees, books, stationery and uniform, transport and other items; private coaching excluded to match the CMS:E 2025 headline construct. The estimator reproduces all 27 published anchor cells of NSS Report 585 Statements 19 and 21 (total basic-course expenditure by course type, and by school level for general-course students) within 0.01%; the report never splits expenditure by religion. Values are nominal rupees of 2017-18. NSO unit-data rider: religion is self-reported and the survey is stratified for states, not religions, so the split is indicative and no sub-state estimates are made.",false
school-edu-spend,national,IN,2017,all,all,7041,per_enrolled_student,120433,,,nss75-education,sources/nss75-education/PROVENANCE-note.md,canonicalize-school-edu-spend-v1.0.0-20260612T054155Z,"Computed from NSS 75th round Sch 25.2 (Household Social Consumption: Education, July 2017 - June 2018) unit-level microdata, MoSPI's original fixed-width TXT distribution (the NADA copy is a proprietary binary; provenance in sources/nss75-education/): average expenditure per student enrolled at school levels (pre-primary to higher secondary, incl. diploma/certificate up to higher-secondary equivalent) on the basic course during the current academic year, rural+urban, weighted by the official multiplier (sub-sample-combined rule). Counts course fees, books, stationery and uniform, transport and other items; private coaching excluded to match the CMS:E 2025 headline construct. The estimator reproduces all 27 published anchor cells of NSS Report 585 Statements 19 and 21 (total basic-course expenditure by course type, and by school level for general-course students) within 0.01%; the report never splits expenditure by religion. Values are nominal rupees of 2017-18. NSO unit-data rider: religion is self-reported and the survey is stratified for states, not religions, so the split is indicative and no sub-state estimates are made.",false
school-edu-spend,national,IN,2017,all,rural,4338,per_enrolled_student,75373,,,nss75-education,sources/nss75-education/PROVENANCE-note.md,canonicalize-school-edu-spend-v1.0.0-20260612T054155Z,"Computed from NSS 75th round Sch 25.2 (Household Social Consumption: Education, July 2017 - June 2018) unit-level microdata, MoSPI's original fixed-width TXT distribution (the NADA copy is a proprietary binary; provenance in sources/nss75-education/): average expenditure per student enrolled at school levels (pre-primary to higher secondary, incl. diploma/certificate up to higher-secondary equivalent) on the basic course during the current academic year, rural, weighted by the official multiplier (sub-sample-combined rule). Counts course fees, books, stationery and uniform, transport and other items; private coaching excluded to match the CMS:E 2025 headline construct. The estimator reproduces all 27 published anchor cells of NSS Report 585 Statements 19 and 21 (total basic-course expenditure by course type, and by school level for general-course students) within 0.01%; the report never splits expenditure by religion. Values are nominal rupees of 2017-18. NSO unit-data rider: religion is self-reported and the survey is stratified for states, not religions, so the split is indicative and no sub-state estimates are made.",false
school-edu-spend,national,IN,2017,all,urban,14293,per_enrolled_student,45060,,,nss75-education,sources/nss75-education/PROVENANCE-note.md,canonicalize-school-edu-spend-v1.0.0-20260612T054155Z,"Computed from NSS 75th round Sch 25.2 (Household Social Consumption: Education, July 2017 - June 2018) unit-level microdata, MoSPI's original fixed-width TXT distribution (the NADA copy is a proprietary binary; provenance in sources/nss75-education/): average expenditure per student enrolled at school levels (pre-primary to higher secondary, incl. diploma/certificate up to higher-secondary equivalent) on the basic course during the current academic year, urban, weighted by the official multiplier (sub-sample-combined rule). Counts course fees, books, stationery and uniform, transport and other items; private coaching excluded to match the CMS:E 2025 headline construct. The estimator reproduces all 27 published anchor cells of NSS Report 585 Statements 19 and 21 (total basic-course expenditure by course type, and by school level for general-course students) within 0.01%; the report never splits expenditure by religion. Values are nominal rupees of 2017-18. NSO unit-data rider: religion is self-reported and the survey is stratified for states, not religions, so the split is indicative and no sub-state estimates are made.",false
school-edu-spend,national,IN,2025,muslim,all,9249,per_enrolled_student,8062,,,education-2025,sources/nada/education-2025/Data in CSV.zip.meta.json,canonicalize-school-edu-spend-v1.0.0-20260612T054155Z,"Computed from the Comprehensive Modular Survey: Education (CMS:E, NSS 80th round, April - June 2025) unit-level microdata via the MoSPI NADA CSV distribution (sources/nada/education-2025/): average expenditure per student currently enrolled in school education (pre-primary incl. anganwadi up to higher secondary, incl. diploma/certificate up to higher-secondary equivalent) during the current academic year, rural+urban, weighted by the official multiplier. Counts course fees, textbooks and stationery, uniform, transport and other items; private coaching is collected separately and excluded, matching the published headline. The estimator reproduces all seven published Report 595 per-student cells (all-India 12,616, rural 8,382, urban 23,470; government 2,863, private aided 15,364, private unaided 28,693, others 14,315) within 0.01%; the report stops at school type, level and state, never religion. break_flag marks the round: Report 595's comparability section lists concept revisions vs the 75th round (school-only coverage, anganwadi as pre-primary, age 3+, itemised coaching), so read the step from 2017-18 with care. Values are nominal rupees of 2025. NSO unit-data rider: religion is self-reported and the survey is stratified for states, not religions, so the split is indicative and no sub-state estimates are made.",true
school-edu-spend,national,IN,2025,muslim,rural,6812,per_enrolled_student,3800,,,education-2025,sources/nada/education-2025/Data in CSV.zip.meta.json,canonicalize-school-edu-spend-v1.0.0-20260612T054155Z,"Computed from the Comprehensive Modular Survey: Education (CMS:E, NSS 80th round, April - June 2025) unit-level microdata via the MoSPI NADA CSV distribution (sources/nada/education-2025/): average expenditure per student currently enrolled in school education (pre-primary incl. anganwadi up to higher secondary, incl. diploma/certificate up to higher-secondary equivalent) during the current academic year, rural, weighted by the official multiplier. Counts course fees, textbooks and stationery, uniform, transport and other items; private coaching is collected separately and excluded, matching the published headline. The estimator reproduces all seven published Report 595 per-student cells (all-India 12,616, rural 8,382, urban 23,470; government 2,863, private aided 15,364, private unaided 28,693, others 14,315) within 0.01%; the report stops at school type, level and state, never religion. break_flag marks the round: Report 595's comparability section lists concept revisions vs the 75th round (school-only coverage, anganwadi as pre-primary, age 3+, itemised coaching), so read the step from 2017-18 with care. Values are nominal rupees of 2025. NSO unit-data rider: religion is self-reported and the survey is stratified for states, not religions, so the split is indicative and no sub-state estimates are made.",true
school-edu-spend,national,IN,2025,muslim,urban,13987,per_enrolled_student,4262,,,education-2025,sources/nada/education-2025/Data in CSV.zip.meta.json,canonicalize-school-edu-spend-v1.0.0-20260612T054155Z,"Computed from the Comprehensive Modular Survey: Education (CMS:E, NSS 80th round, April - June 2025) unit-level microdata via the MoSPI NADA CSV distribution (sources/nada/education-2025/): average expenditure per student currently enrolled in school education (pre-primary incl. anganwadi up to higher secondary, incl. diploma/certificate up to higher-secondary equivalent) during the current academic year, urban, weighted by the official multiplier. Counts course fees, textbooks and stationery, uniform, transport and other items; private coaching is collected separately and excluded, matching the published headline. The estimator reproduces all seven published Report 595 per-student cells (all-India 12,616, rural 8,382, urban 23,470; government 2,863, private aided 15,364, private unaided 28,693, others 14,315) within 0.01%; the report stops at school type, level and state, never religion. break_flag marks the round: Report 595's comparability section lists concept revisions vs the 75th round (school-only coverage, anganwadi as pre-primary, age 3+, itemised coaching), so read the step from 2017-18 with care. Values are nominal rupees of 2025. NSO unit-data rider: religion is self-reported and the survey is stratified for states, not religions, so the split is indicative and no sub-state estimates are made.",true
school-edu-spend,national,IN,2025,hindu,all,12941,per_enrolled_student,43640,,,education-2025,sources/nada/education-2025/Data in CSV.zip.meta.json,canonicalize-school-edu-spend-v1.0.0-20260612T054155Z,"Computed from the Comprehensive Modular Survey: Education (CMS:E, NSS 80th round, April - June 2025) unit-level microdata via the MoSPI NADA CSV distribution (sources/nada/education-2025/): average expenditure per student currently enrolled in school education (pre-primary incl. anganwadi up to higher secondary, incl. diploma/certificate up to higher-secondary equivalent) during the current academic year, rural+urban, weighted by the official multiplier. Counts course fees, textbooks and stationery, uniform, transport and other items; private coaching is collected separately and excluded, matching the published headline. The estimator reproduces all seven published Report 595 per-student cells (all-India 12,616, rural 8,382, urban 23,470; government 2,863, private aided 15,364, private unaided 28,693, others 14,315) within 0.01%; the report stops at school type, level and state, never religion. break_flag marks the round: Report 595's comparability section lists concept revisions vs the 75th round (school-only coverage, anganwadi as pre-primary, age 3+, itemised coaching), so read the step from 2017-18 with care. Values are nominal rupees of 2025. NSO unit-data rider: religion is self-reported and the survey is stratified for states, not religions, so the split is indicative and no sub-state estimates are made.",true
school-edu-spend,national,IN,2025,hindu,rural,8329,per_enrolled_student,25426,,,education-2025,sources/nada/education-2025/Data in CSV.zip.meta.json,canonicalize-school-edu-spend-v1.0.0-20260612T054155Z,"Computed from the Comprehensive Modular Survey: Education (CMS:E, NSS 80th round, April - June 2025) unit-level microdata via the MoSPI NADA CSV distribution (sources/nada/education-2025/): average expenditure per student currently enrolled in school education (pre-primary incl. anganwadi up to higher secondary, incl. diploma/certificate up to higher-secondary equivalent) during the current academic year, rural, weighted by the official multiplier. Counts course fees, textbooks and stationery, uniform, transport and other items; private coaching is collected separately and excluded, matching the published headline. The estimator reproduces all seven published Report 595 per-student cells (all-India 12,616, rural 8,382, urban 23,470; government 2,863, private aided 15,364, private unaided 28,693, others 14,315) within 0.01%; the report stops at school type, level and state, never religion. break_flag marks the round: Report 595's comparability section lists concept revisions vs the 75th round (school-only coverage, anganwadi as pre-primary, age 3+, itemised coaching), so read the step from 2017-18 with care. Values are nominal rupees of 2025. NSO unit-data rider: religion is self-reported and the survey is stratified for states, not religions, so the split is indicative and no sub-state estimates are made.",true
school-edu-spend,national,IN,2025,hindu,urban,25588,per_enrolled_student,18214,,,education-2025,sources/nada/education-2025/Data in CSV.zip.meta.json,canonicalize-school-edu-spend-v1.0.0-20260612T054155Z,"Computed from the Comprehensive Modular Survey: Education (CMS:E, NSS 80th round, April - June 2025) unit-level microdata via the MoSPI NADA CSV distribution (sources/nada/education-2025/): average expenditure per student currently enrolled in school education (pre-primary incl. anganwadi up to higher secondary, incl. diploma/certificate up to higher-secondary equivalent) during the current academic year, urban, weighted by the official multiplier. Counts course fees, textbooks and stationery, uniform, transport and other items; private coaching is collected separately and excluded, matching the published headline. The estimator reproduces all seven published Report 595 per-student cells (all-India 12,616, rural 8,382, urban 23,470; government 2,863, private aided 15,364, private unaided 28,693, others 14,315) within 0.01%; the report stops at school type, level and state, never religion. break_flag marks the round: Report 595's comparability section lists concept revisions vs the 75th round (school-only coverage, anganwadi as pre-primary, age 3+, itemised coaching), so read the step from 2017-18 with care. Values are nominal rupees of 2025. NSO unit-data rider: religion is self-reported and the survey is stratified for states, not religions, so the split is indicative and no sub-state estimates are made.",true
school-edu-spend,national,IN,2025,christian,all,14178,per_enrolled_student,3833,,,education-2025,sources/nada/education-2025/Data in CSV.zip.meta.json,canonicalize-school-edu-spend-v1.0.0-20260612T054155Z,"Computed from the Comprehensive Modular Survey: Education (CMS:E, NSS 80th round, April - June 2025) unit-level microdata via the MoSPI NADA CSV distribution (sources/nada/education-2025/): average expenditure per student currently enrolled in school education (pre-primary incl. anganwadi up to higher secondary, incl. diploma/certificate up to higher-secondary equivalent) during the current academic year, rural+urban, weighted by the official multiplier. Counts course fees, textbooks and stationery, uniform, transport and other items; private coaching is collected separately and excluded, matching the published headline. The estimator reproduces all seven published Report 595 per-student cells (all-India 12,616, rural 8,382, urban 23,470; government 2,863, private aided 15,364, private unaided 28,693, others 14,315) within 0.01%; the report stops at school type, level and state, never religion. break_flag marks the round: Report 595's comparability section lists concept revisions vs the 75th round (school-only coverage, anganwadi as pre-primary, age 3+, itemised coaching), so read the step from 2017-18 with care. Values are nominal rupees of 2025. NSO unit-data rider: religion is self-reported and the survey is stratified for states, not religions, so the split is indicative and no sub-state estimates are made.",true
school-edu-spend,national,IN,2025,christian,rural,10004,per_enrolled_student,2172,,,education-2025,sources/nada/education-2025/Data in CSV.zip.meta.json,canonicalize-school-edu-spend-v1.0.0-20260612T054155Z,"Computed from the Comprehensive Modular Survey: Education (CMS:E, NSS 80th round, April - June 2025) unit-level microdata via the MoSPI NADA CSV distribution (sources/nada/education-2025/): average expenditure per student currently enrolled in school education (pre-primary incl. anganwadi up to higher secondary, incl. diploma/certificate up to higher-secondary equivalent) during the current academic year, rural, weighted by the official multiplier. Counts course fees, textbooks and stationery, uniform, transport and other items; private coaching is collected separately and excluded, matching the published headline. The estimator reproduces all seven published Report 595 per-student cells (all-India 12,616, rural 8,382, urban 23,470; government 2,863, private aided 15,364, private unaided 28,693, others 14,315) within 0.01%; the report stops at school type, level and state, never religion. break_flag marks the round: Report 595's comparability section lists concept revisions vs the 75th round (school-only coverage, anganwadi as pre-primary, age 3+, itemised coaching), so read the step from 2017-18 with care. Values are nominal rupees of 2025. NSO unit-data rider: religion is self-reported and the survey is stratified for states, not religions, so the split is indicative and no sub-state estimates are made.",true
school-edu-spend,national,IN,2025,christian,urban,23086,per_enrolled_student,1661,,,education-2025,sources/nada/education-2025/Data in CSV.zip.meta.json,canonicalize-school-edu-spend-v1.0.0-20260612T054155Z,"Computed from the Comprehensive Modular Survey: Education (CMS:E, NSS 80th round, April - June 2025) unit-level microdata via the MoSPI NADA CSV distribution (sources/nada/education-2025/): average expenditure per student currently enrolled in school education (pre-primary incl. anganwadi up to higher secondary, incl. diploma/certificate up to higher-secondary equivalent) during the current academic year, urban, weighted by the official multiplier. Counts course fees, textbooks and stationery, uniform, transport and other items; private coaching is collected separately and excluded, matching the published headline. The estimator reproduces all seven published Report 595 per-student cells (all-India 12,616, rural 8,382, urban 23,470; government 2,863, private aided 15,364, private unaided 28,693, others 14,315) within 0.01%; the report stops at school type, level and state, never religion. break_flag marks the round: Report 595's comparability section lists concept revisions vs the 75th round (school-only coverage, anganwadi as pre-primary, age 3+, itemised coaching), so read the step from 2017-18 with care. Values are nominal rupees of 2025. NSO unit-data rider: religion is self-reported and the survey is stratified for states, not religions, so the split is indicative and no sub-state estimates are made.",true
school-edu-spend,national,IN,2025,sikh,all,24408,per_enrolled_student,891,,,education-2025,sources/nada/education-2025/Data in CSV.zip.meta.json,canonicalize-school-edu-spend-v1.0.0-20260612T054155Z,"Computed from the Comprehensive Modular Survey: Education (CMS:E, NSS 80th round, April - June 2025) unit-level microdata via the MoSPI NADA CSV distribution (sources/nada/education-2025/): average expenditure per student currently enrolled in school education (pre-primary incl. anganwadi up to higher secondary, incl. diploma/certificate up to higher-secondary equivalent) during the current academic year, rural+urban, weighted by the official multiplier. Counts course fees, textbooks and stationery, uniform, transport and other items; private coaching is collected separately and excluded, matching the published headline. The estimator reproduces all seven published Report 595 per-student cells (all-India 12,616, rural 8,382, urban 23,470; government 2,863, private aided 15,364, private unaided 28,693, others 14,315) within 0.01%; the report stops at school type, level and state, never religion. break_flag marks the round: Report 595's comparability section lists concept revisions vs the 75th round (school-only coverage, anganwadi as pre-primary, age 3+, itemised coaching), so read the step from 2017-18 with care. Values are nominal rupees of 2025. NSO unit-data rider: religion is self-reported and the survey is stratified for states, not religions, so the split is indicative and no sub-state estimates are made.",true
school-edu-spend,national,IN,2025,sikh,rural,22289,per_enrolled_student,560,,,education-2025,sources/nada/education-2025/Data in CSV.zip.meta.json,canonicalize-school-edu-spend-v1.0.0-20260612T054155Z,"Computed from the Comprehensive Modular Survey: Education (CMS:E, NSS 80th round, April - June 2025) unit-level microdata via the MoSPI NADA CSV distribution (sources/nada/education-2025/): average expenditure per student currently enrolled in school education (pre-primary incl. anganwadi up to higher secondary, incl. diploma/certificate up to higher-secondary equivalent) during the current academic year, rural, weighted by the official multiplier. Counts course fees, textbooks and stationery, uniform, transport and other items; private coaching is collected separately and excluded, matching the published headline. The estimator reproduces all seven published Report 595 per-student cells (all-India 12,616, rural 8,382, urban 23,470; government 2,863, private aided 15,364, private unaided 28,693, others 14,315) within 0.01%; the report stops at school type, level and state, never religion. break_flag marks the round: Report 595's comparability section lists concept revisions vs the 75th round (school-only coverage, anganwadi as pre-primary, age 3+, itemised coaching), so read the step from 2017-18 with care. Values are nominal rupees of 2025. NSO unit-data rider: religion is self-reported and the survey is stratified for states, not religions, so the split is indicative and no sub-state estimates are made.",true
