metric_id,geography_level,geography_code,year,religion,sex,residence,value,denominator,sample_size,ci_lower,ci_upper,source_id,source_document,extraction_run,methodology_note,break_flag
salaried-earnings,national,IN,2017,hindu,male,all,16732,regular_salaried_employees_15plus,25346,,,plfs-microdata,sources/nada/plfs-2017-18/CSV_PLFS_July2017_June2018.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2017-18 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, rural+urban, males, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2017-18/. Year=2017 is the start of the Jul-2017 to Jun-2018 reference period.",false
salaried-earnings,national,IN,2017,hindu,female,all,12497,regular_salaried_employees_15plus,7085,,,plfs-microdata,sources/nada/plfs-2017-18/CSV_PLFS_July2017_June2018.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2017-18 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, rural+urban, females, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2017-18/. Year=2017 is the start of the Jul-2017 to Jun-2018 reference period.",false
salaried-earnings,national,IN,2017,hindu,all,rural,12782,regular_salaried_employees_15plus,10227,,,plfs-microdata,sources/nada/plfs-2017-18/CSV_PLFS_July2017_June2018.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2017-18 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, rural, both sexes, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2017-18/. Year=2017 is the start of the Jul-2017 to Jun-2018 reference period.",false
salaried-earnings,national,IN,2017,hindu,male,rural,13706,regular_salaried_employees_15plus,8141,,,plfs-microdata,sources/nada/plfs-2017-18/CSV_PLFS_July2017_June2018.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2017-18 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, rural, males, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2017-18/. Year=2017 is the start of the Jul-2017 to Jun-2018 reference period.",false
salaried-earnings,national,IN,2017,hindu,female,rural,8950,regular_salaried_employees_15plus,2083,,,plfs-microdata,sources/nada/plfs-2017-18/CSV_PLFS_July2017_June2018.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2017-18 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, rural, females, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2017-18/. Year=2017 is the start of the Jul-2017 to Jun-2018 reference period.",false
salaried-earnings,national,IN,2017,hindu,all,urban,17888,regular_salaried_employees_15plus,22210,,,plfs-microdata,sources/nada/plfs-2017-18/CSV_PLFS_July2017_June2018.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2017-18 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, urban, both sexes, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2017-18/. Year=2017 is the start of the Jul-2017 to Jun-2018 reference period.",false
salaried-earnings,national,IN,2017,hindu,male,urban,18895,regular_salaried_employees_15plus,17205,,,plfs-microdata,sources/nada/plfs-2017-18/CSV_PLFS_July2017_June2018.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2017-18 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, urban, males, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2017-18/. Year=2017 is the start of the Jul-2017 to Jun-2018 reference period.",false
salaried-earnings,national,IN,2017,hindu,female,urban,14534,regular_salaried_employees_15plus,5002,,,plfs-microdata,sources/nada/plfs-2017-18/CSV_PLFS_July2017_June2018.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2017-18 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, urban, females, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2017-18/. Year=2017 is the start of the Jul-2017 to Jun-2018 reference period.",false
salaried-earnings,national,IN,2017,christian,all,all,16724,regular_salaried_employees_15plus,3732,,,plfs-microdata,sources/nada/plfs-2017-18/CSV_PLFS_July2017_June2018.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2017-18 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, rural+urban, both sexes, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2017-18/. Year=2017 is the start of the Jul-2017 to Jun-2018 reference period.",false
salaried-earnings,national,IN,2017,christian,male,all,18198,regular_salaried_employees_15plus,2476,,,plfs-microdata,sources/nada/plfs-2017-18/CSV_PLFS_July2017_June2018.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2017-18 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, rural+urban, males, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2017-18/. Year=2017 is the start of the Jul-2017 to Jun-2018 reference period.",false
salaried-earnings,national,IN,2017,christian,female,all,14121,regular_salaried_employees_15plus,1256,,,plfs-microdata,sources/nada/plfs-2017-18/CSV_PLFS_July2017_June2018.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2017-18 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, rural+urban, females, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2017-18/. Year=2017 is the start of the Jul-2017 to Jun-2018 reference period.",false
salaried-earnings,national,IN,2017,christian,all,rural,13194,regular_salaried_employees_15plus,1410,,,plfs-microdata,sources/nada/plfs-2017-18/CSV_PLFS_July2017_June2018.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2017-18 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, rural, both sexes, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2017-18/. Year=2017 is the start of the Jul-2017 to Jun-2018 reference period.",false
salaried-earnings,national,IN,2017,christian,male,rural,15382,regular_salaried_employees_15plus,975,,,plfs-microdata,sources/nada/plfs-2017-18/CSV_PLFS_July2017_June2018.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2017-18 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, rural, males, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2017-18/. Year=2017 is the start of the Jul-2017 to Jun-2018 reference period.",false
salaried-earnings,national,IN,2017,christian,female,rural,9056,regular_salaried_employees_15plus,435,,,plfs-microdata,sources/nada/plfs-2017-18/CSV_PLFS_July2017_June2018.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2017-18 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, rural, females, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2017-18/. Year=2017 is the start of the Jul-2017 to Jun-2018 reference period.",false
salaried-earnings,national,IN,2017,christian,all,urban,19379,regular_salaried_employees_15plus,2322,,,plfs-microdata,sources/nada/plfs-2017-18/CSV_PLFS_July2017_June2018.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2017-18 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, urban, both sexes, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2017-18/. Year=2017 is the start of the Jul-2017 to Jun-2018 reference period.",false
salaried-earnings,national,IN,2017,christian,male,urban,20409,regular_salaried_employees_15plus,1501,,,plfs-microdata,sources/nada/plfs-2017-18/CSV_PLFS_July2017_June2018.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2017-18 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, urban, males, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2017-18/. Year=2017 is the start of the Jul-2017 to Jun-2018 reference period.",false
salaried-earnings,national,IN,2017,christian,female,urban,17651,regular_salaried_employees_15plus,821,,,plfs-microdata,sources/nada/plfs-2017-18/CSV_PLFS_July2017_June2018.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2017-18 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, urban, females, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2017-18/. Year=2017 is the start of the Jul-2017 to Jun-2018 reference period.",false
salaried-earnings,national,IN,2017,sikh,all,all,16110,regular_salaried_employees_15plus,893,,,plfs-microdata,sources/nada/plfs-2017-18/CSV_PLFS_July2017_June2018.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2017-18 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, rural+urban, both sexes, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2017-18/. Year=2017 is the start of the Jul-2017 to Jun-2018 reference period.",false
salaried-earnings,national,IN,2017,sikh,male,all,16603,regular_salaried_employees_15plus,706,,,plfs-microdata,sources/nada/plfs-2017-18/CSV_PLFS_July2017_June2018.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2017-18 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, rural+urban, males, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2017-18/. Year=2017 is the start of the Jul-2017 to Jun-2018 reference period.",false
salaried-earnings,national,IN,2017,sikh,female,all,14237,regular_salaried_employees_15plus,187,,,plfs-microdata,sources/nada/plfs-2017-18/CSV_PLFS_July2017_June2018.zip,canonicalize-salaried-earnings-v1.0.0-20260611T042046Z,"Computed from PLFS 2017-18 unit-level microdata: average gross earnings during the preceding calendar month from the regular salaried/wage activity (schedule block 6 item 9, asked of persons with current weekly status 31/71/72), age 15+, rural+urban, females, weighted by the official annual first-visit weight; household religion joined from the household file. The published reports never break earnings down by religion; the same estimator reproduces the published all-ages earnings tables (2021-22 to 2023-24 reports) across all 27 cells within 0.03% with exactly matching sample counts. Nominal rupees (levels reflect inflation; the comparable story is the relative gap - Muslim earnings run 16-23% below the all-India average in every round). NSO unit-data rider: religion is self-reported; no sub-state estimates. Pulled via the MoSPI NADA API; zip sha256 in sources/nada/plfs-2017-18/. Year=2017 is the start of the Jul-2017 to Jun-2018 reference period.",false
