metric_id,geography_level,geography_code,year,religion,value,denominator,sample_size,ci_lower,ci_upper,source_id,source_document,extraction_run,methodology_note,break_flag
prison-rate-per-100k,state,IN-S04,2022,sikh,57.11,"population_per_100k (count=79, pop=138329)",,,,ncrb-prison,sources/ncrb-prison/psi-2022.pdf,canonicalize-prison-rate-per-100k-v1.1.0-20260610T062628Z,"Per-state rate: NCRB PSI 2022 per-state prisoner counts (all 4 categories) / Census 2011 per-state religious population times 100,000. Same caveats as the national row (NCRB 'others' omitted; Maharashtra under-reported religion, understating its rate). Small states with few Muslims give volatile rates.",false
prison-rate-per-100k,state,IN-S05,2022,muslim,132.14,"population_per_100k (count=1859, pop=1406825)",,,,ncrb-prison,sources/ncrb-prison/psi-2022.pdf,canonicalize-prison-rate-per-100k-v1.1.0-20260610T062628Z,"Per-state rate: NCRB PSI 2022 per-state prisoner counts (all 4 categories) / Census 2011 per-state religious population times 100,000. Same caveats as the national row (NCRB 'others' omitted; Maharashtra under-reported religion, understating its rate). Small states with few Muslims give volatile rates.",false
prison-rate-per-100k,state,IN-S05,2022,hindu,52.42,"population_per_100k (count=4387, pop=8368636)",,,,ncrb-prison,sources/ncrb-prison/psi-2022.pdf,canonicalize-prison-rate-per-100k-v1.1.0-20260610T062628Z,"Per-state rate: NCRB PSI 2022 per-state prisoner counts (all 4 categories) / Census 2011 per-state religious population times 100,000. Same caveats as the national row (NCRB 'others' omitted; Maharashtra under-reported religion, understating its rate). Small states with few Muslims give volatile rates.",false
prison-rate-per-100k,state,IN-S05,2022,christian,142.93,"population_per_100k (count=54, pop=37781)",,,,ncrb-prison,sources/ncrb-prison/psi-2022.pdf,canonicalize-prison-rate-per-100k-v1.1.0-20260610T062628Z,"Per-state rate: NCRB PSI 2022 per-state prisoner counts (all 4 categories) / Census 2011 per-state religious population times 100,000. Same caveats as the national row (NCRB 'others' omitted; Maharashtra under-reported religion, understating its rate). Small states with few Muslims give volatile rates.",false
prison-rate-per-100k,state,IN-S05,2022,sikh,215.37,"population_per_100k (count=509, pop=236340)",,,,ncrb-prison,sources/ncrb-prison/psi-2022.pdf,canonicalize-prison-rate-per-100k-v1.1.0-20260610T062628Z,"Per-state rate: NCRB PSI 2022 per-state prisoner counts (all 4 categories) / Census 2011 per-state religious population times 100,000. Same caveats as the national row (NCRB 'others' omitted; Maharashtra under-reported religion, understating its rate). Small states with few Muslims give volatile rates.",false
prison-rate-per-100k,state,IN-S06,2022,muslim,182.78,"population_per_100k (count=3256, pop=1781342)",,,,ncrb-prison,sources/ncrb-prison/psi-2022.pdf,canonicalize-prison-rate-per-100k-v1.1.0-20260610T062628Z,"Per-state rate: NCRB PSI 2022 per-state prisoner counts (all 4 categories) / Census 2011 per-state religious population times 100,000. Same caveats as the national row (NCRB 'others' omitted; Maharashtra under-reported religion, understating its rate). Small states with few Muslims give volatile rates.",false
prison-rate-per-100k,state,IN-S06,2022,hindu,91.25,"population_per_100k (count=20231, pop=22171128)",,,,ncrb-prison,sources/ncrb-prison/psi-2022.pdf,canonicalize-prison-rate-per-100k-v1.1.0-20260610T062628Z,"Per-state rate: NCRB PSI 2022 per-state prisoner counts (all 4 categories) / Census 2011 per-state religious population times 100,000. Same caveats as the national row (NCRB 'others' omitted; Maharashtra under-reported religion, understating its rate). Small states with few Muslims give volatile rates.",false
prison-rate-per-100k,state,IN-S06,2022,christian,158.88,"population_per_100k (count=80, pop=50353)",,,,ncrb-prison,sources/ncrb-prison/psi-2022.pdf,canonicalize-prison-rate-per-100k-v1.1.0-20260610T062628Z,"Per-state rate: NCRB PSI 2022 per-state prisoner counts (all 4 categories) / Census 2011 per-state religious population times 100,000. Same caveats as the national row (NCRB 'others' omitted; Maharashtra under-reported religion, understating its rate). Small states with few Muslims give volatile rates.",false
prison-rate-per-100k,state,IN-S06,2022,sikh,150.75,"population_per_100k (count=1875, pop=1243752)",,,,ncrb-prison,sources/ncrb-prison/psi-2022.pdf,canonicalize-prison-rate-per-100k-v1.1.0-20260610T062628Z,"Per-state rate: NCRB PSI 2022 per-state prisoner counts (all 4 categories) / Census 2011 per-state religious population times 100,000. Same caveats as the national row (NCRB 'others' omitted; Maharashtra under-reported religion, understating its rate). Small states with few Muslims give volatile rates.",false
prison-rate-per-100k,state,IN-S07,2022,muslim,238.29,"population_per_100k (count=5144, pop=2158684)",,,,ncrb-prison,sources/ncrb-prison/psi-2022.pdf,canonicalize-prison-rate-per-100k-v1.1.0-20260610T062628Z,"Per-state rate: NCRB PSI 2022 per-state prisoner counts (all 4 categories) / Census 2011 per-state religious population times 100,000. Same caveats as the national row (NCRB 'others' omitted; Maharashtra under-reported religion, understating its rate). Small states with few Muslims give volatile rates.",false
prison-rate-per-100k,state,IN-S07,2022,hindu,90.85,"population_per_100k (count=12457, pop=13712100)",,,,ncrb-prison,sources/ncrb-prison/psi-2022.pdf,canonicalize-prison-rate-per-100k-v1.1.0-20260610T062628Z,"Per-state rate: NCRB PSI 2022 per-state prisoner counts (all 4 categories) / Census 2011 per-state religious population times 100,000. Same caveats as the national row (NCRB 'others' omitted; Maharashtra under-reported religion, understating its rate). Small states with few Muslims give volatile rates.",false
prison-rate-per-100k,state,IN-S07,2022,christian,351.83,"population_per_100k (count=514, pop=146093)",,,,ncrb-prison,sources/ncrb-prison/psi-2022.pdf,canonicalize-prison-rate-per-100k-v1.1.0-20260610T062628Z,"Per-state rate: NCRB PSI 2022 per-state prisoner counts (all 4 categories) / Census 2011 per-state religious population times 100,000. Same caveats as the national row (NCRB 'others' omitted; Maharashtra under-reported religion, understating its rate). Small states with few Muslims give volatile rates.",false
prison-rate-per-100k,state,IN-S07,2022,sikh,62.04,"population_per_100k (count=354, pop=570581)",,,,ncrb-prison,sources/ncrb-prison/psi-2022.pdf,canonicalize-prison-rate-per-100k-v1.1.0-20260610T062628Z,"Per-state rate: NCRB PSI 2022 per-state prisoner counts (all 4 categories) / Census 2011 per-state religious population times 100,000. Same caveats as the national row (NCRB 'others' omitted; Maharashtra under-reported religion, understating its rate). Small states with few Muslims give volatile rates.",false
prison-rate-per-100k,state,IN-S08,2022,muslim,73.01,"population_per_100k (count=4538, pop=6215377)",,,,ncrb-prison,sources/ncrb-prison/psi-2022.pdf,canonicalize-prison-rate-per-100k-v1.1.0-20260610T062628Z,"Per-state rate: NCRB PSI 2022 per-state prisoner counts (all 4 categories) / Census 2011 per-state religious population times 100,000. Same caveats as the national row (NCRB 'others' omitted; Maharashtra under-reported religion, understating its rate). Small states with few Muslims give volatile rates.",false
prison-rate-per-100k,state,IN-S08,2022,hindu,30.08,"population_per_100k (count=18245, pop=60657103)",,,,ncrb-prison,sources/ncrb-prison/psi-2022.pdf,canonicalize-prison-rate-per-100k-v1.1.0-20260610T062628Z,"Per-state rate: NCRB PSI 2022 per-state prisoner counts (all 4 categories) / Census 2011 per-state religious population times 100,000. Same caveats as the national row (NCRB 'others' omitted; Maharashtra under-reported religion, understating its rate). Small states with few Muslims give volatile rates.",false
prison-rate-per-100k,state,IN-S08,2022,christian,148.29,"population_per_100k (count=143, pop=96430)",,,,ncrb-prison,sources/ncrb-prison/psi-2022.pdf,canonicalize-prison-rate-per-100k-v1.1.0-20260610T062628Z,"Per-state rate: NCRB PSI 2022 per-state prisoner counts (all 4 categories) / Census 2011 per-state religious population times 100,000. Same caveats as the national row (NCRB 'others' omitted; Maharashtra under-reported religion, understating its rate). Small states with few Muslims give volatile rates.",false
prison-rate-per-100k,state,IN-S08,2022,sikh,178.94,"population_per_100k (count=1562, pop=872930)",,,,ncrb-prison,sources/ncrb-prison/psi-2022.pdf,canonicalize-prison-rate-per-100k-v1.1.0-20260610T062628Z,"Per-state rate: NCRB PSI 2022 per-state prisoner counts (all 4 categories) / Census 2011 per-state religious population times 100,000. Same caveats as the national row (NCRB 'others' omitted; Maharashtra under-reported religion, understating its rate). Small states with few Muslims give volatile rates.",false
prison-rate-per-100k,state,IN-S09,2022,muslim,83.8,"population_per_100k (count=32251, pop=38483967)",,,,ncrb-prison,sources/ncrb-prison/psi-2022.pdf,canonicalize-prison-rate-per-100k-v1.1.0-20260610T062628Z,"Per-state rate: NCRB PSI 2022 per-state prisoner counts (all 4 categories) / Census 2011 per-state religious population times 100,000. Same caveats as the national row (NCRB 'others' omitted; Maharashtra under-reported religion, understating its rate). Small states with few Muslims give volatile rates.",false
prison-rate-per-100k,state,IN-S09,2022,hindu,53.92,"population_per_100k (count=85894, pop=159312654)",,,,ncrb-prison,sources/ncrb-prison/psi-2022.pdf,canonicalize-prison-rate-per-100k-v1.1.0-20260610T062628Z,"Per-state rate: NCRB PSI 2022 per-state prisoner counts (all 4 categories) / Census 2011 per-state religious population times 100,000. Same caveats as the national row (NCRB 'others' omitted; Maharashtra under-reported religion, understating its rate). Small states with few Muslims give volatile rates.",false
prison-rate-per-100k,state,IN-S09,2022,christian,217.98,"population_per_100k (count=777, pop=356448)",,,,ncrb-prison,sources/ncrb-prison/psi-2022.pdf,canonicalize-prison-rate-per-100k-v1.1.0-20260610T062628Z,"Per-state rate: NCRB PSI 2022 per-state prisoner counts (all 4 categories) / Census 2011 per-state religious population times 100,000. Same caveats as the national row (NCRB 'others' omitted; Maharashtra under-reported religion, understating its rate). Small states with few Muslims give volatile rates.",false
prison-rate-per-100k,state,IN-S09,2022,sikh,236.99,"population_per_100k (count=1525, pop=643500)",,,,ncrb-prison,sources/ncrb-prison/psi-2022.pdf,canonicalize-prison-rate-per-100k-v1.1.0-20260610T062628Z,"Per-state rate: NCRB PSI 2022 per-state prisoner counts (all 4 categories) / Census 2011 per-state religious population times 100,000. Same caveats as the national row (NCRB 'others' omitted; Maharashtra under-reported religion, understating its rate). Small states with few Muslims give volatile rates.",false
prison-rate-per-100k,state,IN-S10,2022,muslim,48.4,"population_per_100k (count=8498, pop=17557809)",,,,ncrb-prison,sources/ncrb-prison/psi-2022.pdf,canonicalize-prison-rate-per-100k-v1.1.0-20260610T062628Z,"Per-state rate: NCRB PSI 2022 per-state prisoner counts (all 4 categories) / Census 2011 per-state religious population times 100,000. Same caveats as the national row (NCRB 'others' omitted; Maharashtra under-reported religion, understating its rate). Small states with few Muslims give volatile rates.",false
prison-rate-per-100k,state,IN-S10,2022,hindu,65.33,"population_per_100k (count=56232, pop=86078686)",,,,ncrb-prison,sources/ncrb-prison/psi-2022.pdf,canonicalize-prison-rate-per-100k-v1.1.0-20260610T062628Z,"Per-state rate: NCRB PSI 2022 per-state prisoner counts (all 4 categories) / Census 2011 per-state religious population times 100,000. Same caveats as the national row (NCRB 'others' omitted; Maharashtra under-reported religion, understating its rate). Small states with few Muslims give volatile rates.",false
prison-rate-per-100k,state,IN-S10,2022,christian,41.78,"population_per_100k (count=54, pop=129247)",,,,ncrb-prison,sources/ncrb-prison/psi-2022.pdf,canonicalize-prison-rate-per-100k-v1.1.0-20260610T062628Z,"Per-state rate: NCRB PSI 2022 per-state prisoner counts (all 4 categories) / Census 2011 per-state religious population times 100,000. Same caveats as the national row (NCRB 'others' omitted; Maharashtra under-reported religion, understating its rate). Small states with few Muslims give volatile rates.",false
prison-rate-per-100k,state,IN-S10,2022,sikh,458.39,"population_per_100k (count=109, pop=23779)",,,,ncrb-prison,sources/ncrb-prison/psi-2022.pdf,canonicalize-prison-rate-per-100k-v1.1.0-20260610T062628Z,"Per-state rate: NCRB PSI 2022 per-state prisoner counts (all 4 categories) / Census 2011 per-state religious population times 100,000. Same caveats as the national row (NCRB 'others' omitted; Maharashtra under-reported religion, understating its rate). Small states with few Muslims give volatile rates.",false
prison-rate-per-100k,state,IN-S11,2022,muslim,121.62,"population_per_100k (count=12, pop=9867)",,,,ncrb-prison,sources/ncrb-prison/psi-2022.pdf,canonicalize-prison-rate-per-100k-v1.1.0-20260610T062628Z,"Per-state rate: NCRB PSI 2022 per-state prisoner counts (all 4 categories) / Census 2011 per-state religious population times 100,000. Same caveats as the national row (NCRB 'others' omitted; Maharashtra under-reported religion, understating its rate). Small states with few Muslims give volatile rates.",false
prison-rate-per-100k,state,IN-S11,2022,hindu,66.64,"population_per_100k (count=235, pop=352662)",,,,ncrb-prison,sources/ncrb-prison/psi-2022.pdf,canonicalize-prison-rate-per-100k-v1.1.0-20260610T062628Z,"Per-state rate: NCRB PSI 2022 per-state prisoner counts (all 4 categories) / Census 2011 per-state religious population times 100,000. Same caveats as the national row (NCRB 'others' omitted; Maharashtra under-reported religion, understating its rate). Small states with few Muslims give volatile rates.",false
prison-rate-per-100k,state,IN-S11,2022,christian,142.1,"population_per_100k (count=86, pop=60522)",,,,ncrb-prison,sources/ncrb-prison/psi-2022.pdf,canonicalize-prison-rate-per-100k-v1.1.0-20260610T062628Z,"Per-state rate: NCRB PSI 2022 per-state prisoner counts (all 4 categories) / Census 2011 per-state religious population times 100,000. Same caveats as the national row (NCRB 'others' omitted; Maharashtra under-reported religion, understating its rate). Small states with few Muslims give volatile rates.",false
prison-rate-per-100k,state,IN-S12,2022,muslim,77.65,"population_per_100k (count=21, pop=27045)",,,,ncrb-prison,sources/ncrb-prison/psi-2022.pdf,canonicalize-prison-rate-per-100k-v1.1.0-20260610T062628Z,"Per-state rate: NCRB PSI 2022 per-state prisoner counts (all 4 categories) / Census 2011 per-state religious population times 100,000. Same caveats as the national row (NCRB 'others' omitted; Maharashtra under-reported religion, understating its rate). Small states with few Muslims give volatile rates.",false
prison-rate-per-100k,state,IN-S12,2022,hindu,25.88,"population_per_100k (count=104, pop=401876)",,,,ncrb-prison,sources/ncrb-prison/psi-2022.pdf,canonicalize-prison-rate-per-100k-v1.1.0-20260610T062628Z,"Per-state rate: NCRB PSI 2022 per-state prisoner counts (all 4 categories) / Census 2011 per-state religious population times 100,000. Same caveats as the national row (NCRB 'others' omitted; Maharashtra under-reported religion, understating its rate). Small states with few Muslims give volatile rates.",false
prison-rate-per-100k,state,IN-S12,2022,christian,31.76,"population_per_100k (count=133, pop=418732)",,,,ncrb-prison,sources/ncrb-prison/psi-2022.pdf,canonicalize-prison-rate-per-100k-v1.1.0-20260610T062628Z,"Per-state rate: NCRB PSI 2022 per-state prisoner counts (all 4 categories) / Census 2011 per-state religious population times 100,000. Same caveats as the national row (NCRB 'others' omitted; Maharashtra under-reported religion, understating its rate). Small states with few Muslims give volatile rates.",false
prison-rate-per-100k,state,IN-S13,2022,muslim,126.63,"population_per_100k (count=62, pop=48963)",,,,ncrb-prison,sources/ncrb-prison/psi-2022.pdf,canonicalize-prison-rate-per-100k-v1.1.0-20260610T062628Z,"Per-state rate: NCRB PSI 2022 per-state prisoner counts (all 4 categories) / Census 2011 per-state religious population times 100,000. Same caveats as the national row (NCRB 'others' omitted; Maharashtra under-reported religion, understating its rate). Small states with few Muslims give volatile rates.",false
prison-rate-per-100k,state,IN-S13,2022,hindu,52.58,"population_per_100k (count=91, pop=173054)",,,,ncrb-prison,sources/ncrb-prison/psi-2022.pdf,canonicalize-prison-rate-per-100k-v1.1.0-20260610T062628Z,"Per-state rate: NCRB PSI 2022 per-state prisoner counts (all 4 categories) / Census 2011 per-state religious population times 100,000. Same caveats as the national row (NCRB 'others' omitted; Maharashtra under-reported religion, understating its rate). Small states with few Muslims give volatile rates.",false
prison-rate-per-100k,state,IN-S13,2022,christian,18.16,"population_per_100k (count=316, pop=1739651)",,,,ncrb-prison,sources/ncrb-prison/psi-2022.pdf,canonicalize-prison-rate-per-100k-v1.1.0-20260610T062628Z,"Per-state rate: NCRB PSI 2022 per-state prisoner counts (all 4 categories) / Census 2011 per-state religious population times 100,000. Same caveats as the national row (NCRB 'others' omitted; Maharashtra under-reported religion, understating its rate). Small states with few Muslims give volatile rates.",false
prison-rate-per-100k,state,IN-S14,2022,muslim,76.3,"population_per_100k (count=183, pop=239836)",,,,ncrb-prison,sources/ncrb-prison/psi-2022.pdf,canonicalize-prison-rate-per-100k-v1.1.0-20260610T062628Z,"Per-state rate: NCRB PSI 2022 per-state prisoner counts (all 4 categories) / Census 2011 per-state religious population times 100,000. Same caveats as the national row (NCRB 'others' omitted; Maharashtra under-reported religion, understating its rate). Small states with few Muslims give volatile rates.",false
prison-rate-per-100k,state,IN-S14,2022,hindu,26.48,"population_per_100k (count=313, pop=1181876)",,,,ncrb-prison,sources/ncrb-prison/psi-2022.pdf,canonicalize-prison-rate-per-100k-v1.1.0-20260610T062628Z,"Per-state rate: NCRB PSI 2022 per-state prisoner counts (all 4 categories) / Census 2011 per-state religious population times 100,000. Same caveats as the national row (NCRB 'others' omitted; Maharashtra under-reported religion, understating its rate). Small states with few Muslims give volatile rates.",false
prison-rate-per-100k,state,IN-S14,2022,christian,21.54,"population_per_100k (count=254, pop=1179043)",,,,ncrb-prison,sources/ncrb-prison/psi-2022.pdf,canonicalize-prison-rate-per-100k-v1.1.0-20260610T062628Z,"Per-state rate: NCRB PSI 2022 per-state prisoner counts (all 4 categories) / Census 2011 per-state religious population times 100,000. Same caveats as the national row (NCRB 'others' omitted; Maharashtra under-reported religion, understating its rate). Small states with few Muslims give volatile rates.",false
prison-rate-per-100k,state,IN-S15,2022,muslim,262.94,"population_per_100k (count=39, pop=14832)",,,,ncrb-prison,sources/ncrb-prison/psi-2022.pdf,canonicalize-prison-rate-per-100k-v1.1.0-20260610T062628Z,"Per-state rate: NCRB PSI 2022 per-state prisoner counts (all 4 categories) / Census 2011 per-state religious population times 100,000. Same caveats as the national row (NCRB 'others' omitted; Maharashtra under-reported religion, understating its rate). Small states with few Muslims give volatile rates.",false
